,variable_code,label,concept,predicateType,group,attributes
6732,S2601APR_C02_038E,TOTAL GROUP QUARTERS POPULATION!!ESTIMATE!!SCHOOL ENROLLMENT!!POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,int,S2601APR,"S2601APR_C02_038EA,S2601APR_C02_038M,S2601APR_C02_038MA"
6733,S2702_C02_035E,UNINSURED POPULATION!!ESTIMATE!!DIFFERENT HOUSE IN THE U.S.,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES,float,S2702,"S2702_C02_035EA,S2702_C02_035M,S2702_C02_035MA"
6734,S1601_C02_015E,"PERCENT OF SPECIFIED LANGUAGE SPEAKERS!!SPEAK ENGLISH ""VERY WELL""!!ESTIMATE!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!OTHER INDO-EUROPEAN LANGUAGES!!65 YEARS AND OVER",LANGUAGE SPOKEN AT HOME,float,S1601,"S1601_C02_015EA,S1601_C02_015M,S1601_C02_015MA"
6735,S0502_C01_035E,TOTAL!!ESTIMATE!!AVERAGE HOUSEHOLD SIZE,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C01_035EA,S0502_C01_035M,S0502_C01_035MA"
6736,S0802_C04_100E,PUBLIC TRANSPORTATION (EXCLUDING TAXICAB)!!ESTIMATE!!PERCENT IMPUTED!!TRAVEL TIME TO WORK,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,int,S0802,"S0802_C04_100EA,S0802_C04_100M,S0802_C04_100MA"
6737,S2702_C02_036E,UNINSURED POPULATION!!ESTIMATE!!DIFFERENT HOUSE IN THE U.S.!!SAME COUNTY,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES,float,S2702,"S2702_C02_036EA,S2702_C02_036M,S2702_C02_036MA"
6738,S1601_C02_016E,"PERCENT OF SPECIFIED LANGUAGE SPEAKERS!!SPEAK ENGLISH ""VERY WELL""!!ESTIMATE!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!ASIAN AND PACIFIC ISLAND LANGUAGES",LANGUAGE SPOKEN AT HOME,float,S1601,"S1601_C02_016EA,S1601_C02_016M,S1601_C02_016MA"
6739,S0502_C01_034E,TOTAL!!ESTIMATE!!HOUSEHOLD TYPE!!IN OTHER HOUSEHOLDS,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C01_034EA,S0502_C01_034M,S0502_C01_034MA"
6740,S1601_C02_017E,"PERCENT OF SPECIFIED LANGUAGE SPEAKERS!!SPEAK ENGLISH ""VERY WELL""!!ESTIMATE!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!ASIAN AND PACIFIC ISLAND LANGUAGES!!5-17 YEARS",LANGUAGE SPOKEN AT HOME,float,S1601,"S1601_C02_017EA,S1601_C02_017M,S1601_C02_017MA"
6741,S0802_C04_101E,PUBLIC TRANSPORTATION (EXCLUDING TAXICAB)!!ESTIMATE!!PERCENT IMPUTED!!VEHICLES AVAILABLE,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,int,S0802,"S0802_C04_101EA,S0802_C04_101M,S0802_C04_101MA"
6742,S2702_C02_037E,UNINSURED POPULATION!!ESTIMATE!!DIFFERENT HOUSE IN THE U.S.!!DIFFERENT COUNTY,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES,float,S2702,"S2702_C02_037EA,S2702_C02_037M,S2702_C02_037MA"
6743,S0502_C01_033E,TOTAL!!ESTIMATE!!HOUSEHOLD TYPE!!IN MARRIED-COUPLE FAMILY,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C01_033EA,S0502_C01_033M,S0502_C01_033MA"
6744,S2702_C02_038E,UNINSURED POPULATION!!ESTIMATE!!DIFFERENT HOUSE IN THE U.S.!!DIFFERENT COUNTY!!SAME STATE,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES,float,S2702,"S2702_C02_038EA,S2702_C02_038M,S2702_C02_038MA"
6745,S2601APR_C02_034E,TOTAL GROUP QUARTERS POPULATION!!ESTIMATE!!MARITAL STATUS!!POPULATION 15 YEARS AND OVER!!WIDOWED,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,float,S2601APR,"S2601APR_C02_034EA,S2601APR_C02_034M,S2601APR_C02_034MA"
6746,S1601_C02_010E,"PERCENT OF SPECIFIED LANGUAGE SPEAKERS!!SPEAK ENGLISH ""VERY WELL""!!ESTIMATE!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!SPANISH OR SPANISH CREOLE!!18-64 YEARS",LANGUAGE SPOKEN AT HOME,float,S1601,"S1601_C02_010EA,S1601_C02_010M,S1601_C02_010MA"
6747,S0502_C01_032E,"TOTAL!!ESTIMATE!!WHITE ALONE, NOT HISPANIC OR LATINO",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C01_032EA,S0502_C01_032M,S0502_C01_032MA"
6748,S2702_C02_039E,UNINSURED POPULATION!!ESTIMATE!!DIFFERENT HOUSE IN THE U.S.!!DIFFERENT COUNTY!!DIFFERENT STATE,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES,float,S2702,"S2702_C02_039EA,S2702_C02_039M,S2702_C02_039MA"
6749,S1601_C02_011E,"PERCENT OF SPECIFIED LANGUAGE SPEAKERS!!SPEAK ENGLISH ""VERY WELL""!!ESTIMATE!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!SPANISH OR SPANISH CREOLE!!65 YEARS AND OVER",LANGUAGE SPOKEN AT HOME,float,S1601,"S1601_C02_011EA,S1601_C02_011M,S1601_C02_011MA"
6750,S2601APR_C02_033E,"TOTAL GROUP QUARTERS POPULATION!!ESTIMATE!!MARITAL STATUS!!POPULATION 15 YEARS AND OVER!!NOW MARRIED, EXCEPT SEPARATED",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,float,S2601APR,"S2601APR_C02_033EA,S2601APR_C02_033M,S2601APR_C02_033MA"
6751,S0502_C01_031E,TOTAL!!ESTIMATE!!HISPANIC OR LATINO ORIGIN (OF ANY RACE),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C01_031EA,S0502_C01_031M,S0502_C01_031MA"
6752,S2601APR_C02_037E,TOTAL GROUP QUARTERS POPULATION!!ESTIMATE!!MARITAL STATUS!!POPULATION 15 YEARS AND OVER!!NEVER MARRIED,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,float,S2601APR,"S2601APR_C02_037EA,S2601APR_C02_037M,S2601APR_C02_037MA"
6753,S1702_C03_020E,"MARRIED-COUPLE FAMILIES!!TOTAL!!ESTIMATE!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!SOME COLLEGE, ASSOCIATE'S DEGREE",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES,int,S1702,"S1702_C03_020EA,S1702_C03_020M,S1702_C03_020MA"
6754,S0502_C01_030E,TOTAL!!ESTIMATE!!RACE AND HISPANIC OR LATINO ORIGIN!!TWO OR MORE RACES,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C01_030EA,S0502_C01_030M,S0502_C01_030MA"
6755,S1601_C02_012E,"PERCENT OF SPECIFIED LANGUAGE SPEAKERS!!SPEAK ENGLISH ""VERY WELL""!!ESTIMATE!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!OTHER INDO-EUROPEAN LANGUAGES",LANGUAGE SPOKEN AT HOME,float,S1601,"S1601_C02_012EA,S1601_C02_012M,S1601_C02_012MA"
6756,S2601APR_C02_036E,TOTAL GROUP QUARTERS POPULATION!!ESTIMATE!!MARITAL STATUS!!POPULATION 15 YEARS AND OVER!!SEPARATED,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,float,S2601APR,"S2601APR_C02_036EA,S2601APR_C02_036M,S2601APR_C02_036MA"
6757,S0506_C04_061E,FOREIGN BORN; BORN IN OTHER CENTRAL AMERICA!!ESTIMATE!!EMPLOYMENT STATUS!!POPULATION 16 YEARS AND OVER!!IN LABOR FORCE!!CIVILIAN LABOR FORCE!!UNEMPLOYED!!PERCENT OF CIVILIAN LABOR FORCE,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,"S0506_C04_061EA,S0506_C04_061M,S0506_C04_061MA"
6758,S0506_C04_060E,FOREIGN BORN; BORN IN OTHER CENTRAL AMERICA!!ESTIMATE!!EMPLOYMENT STATUS!!POPULATION 16 YEARS AND OVER!!IN LABOR FORCE!!CIVILIAN LABOR FORCE!!UNEMPLOYED,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,"S0506_C04_060EA,S0506_C04_060M,S0506_C04_060MA"
6759,S1601_C02_013E,"PERCENT OF SPECIFIED LANGUAGE SPEAKERS!!SPEAK ENGLISH ""VERY WELL""!!ESTIMATE!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!OTHER INDO-EUROPEAN LANGUAGES!!5-17 YEARS",LANGUAGE SPOKEN AT HOME,float,S1601,"S1601_C02_013EA,S1601_C02_013M,S1601_C02_013MA"
6760,S2601APR_C02_035E,TOTAL GROUP QUARTERS POPULATION!!ESTIMATE!!MARITAL STATUS!!POPULATION 15 YEARS AND OVER!!DIVORCED,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,float,S2601APR,"S2601APR_C02_035EA,S2601APR_C02_035M,S2601APR_C02_035MA"
6761,S2702PR_C02_077E,UNINSURED POPULATION!!ESTIMATE!!INDUSTRY!!PUBLIC ADMINISTRATION,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO,float,S2702PR,"S2702PR_C02_077EA,S2702PR_C02_077M,S2702PR_C02_077MA"
6762,S2301_C02_026E,IN LABOR FORCE!!ESTIMATE!!EDUCATIONAL ATTAINMENT!!POPULATION 25 TO 64 YEARS!!LESS THAN HIGH SCHOOL GRADUATE,EMPLOYMENT STATUS,float,S2301,"S2301_C02_026EA,S2301_C02_026M,S2301_C02_026MA"
6763,S0505_C05_103E,FOREIGN BORN; BORN IN SOUTH EASTERN ASIA!!ESTIMATE!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!HOUSEHOLDS!!WITH SUPPLEMENTAL SECURITY INCOME!!MEAN SUPPLEMENTAL SECURITY INCOME (DOLLARS),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,"S0505_C05_103EA,S0505_C05_103M,S0505_C05_103MA"
6764,S0502_C01_064E,TOTAL!!ESTIMATE!!EMPLOYMENT STATUS!!POPULATION 16 YEARS AND OVER!!NOT IN LABOR FORCE,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C01_064EA,S0502_C01_064M,S0502_C01_064MA"
6765,S2301_C02_025E,IN LABOR FORCE!!ESTIMATE!!EDUCATIONAL ATTAINMENT!!POPULATION 25 TO 64 YEARS,EMPLOYMENT STATUS,float,S2301,"S2301_C02_025EA,S2301_C02_025M,S2301_C02_025MA"
6766,S2702PR_C02_076E,UNINSURED POPULATION!!ESTIMATE!!INDUSTRY!!OTHER SERVICES (EXCEPT PUBLIC ADMINISTRATION),SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO,float,S2702PR,"S2702PR_C02_076EA,S2702PR_C02_076M,S2702PR_C02_076MA"
6767,S0502_C01_063E,TOTAL!!ESTIMATE!!EMPLOYMENT STATUS!!POPULATION 16 YEARS AND OVER!!IN LABOR FORCE!!ARMED FORCES,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C01_063EA,S0502_C01_063M,S0502_C01_063MA"
6768,S0505_C05_104E,FOREIGN BORN; BORN IN SOUTH EASTERN ASIA!!ESTIMATE!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!HOUSEHOLDS!!WITH CASH PUBLIC ASSISTANCE INCOME,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,"S0505_C05_104EA,S0505_C05_104M,S0505_C05_104MA"
6769,S2702PR_C02_079E,UNINSURED POPULATION!!ESTIMATE!!OCCUPATION!!SERVICE OCCUPATIONS,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO,float,S2702PR,"S2702PR_C02_079EA,S2702PR_C02_079M,S2702PR_C02_079MA"
6770,S2301_C02_024E,IN LABOR FORCE!!ESTIMATE!!DISABILITY STATUS!!WITH ANY DISABILITY,EMPLOYMENT STATUS,float,S2301,"S2301_C02_024EA,S2301_C02_024M,S2301_C02_024MA"
6771,S0505_C05_105E,FOREIGN BORN; BORN IN SOUTH EASTERN ASIA!!ESTIMATE!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!HOUSEHOLDS!!WITH CASH PUBLIC ASSISTANCE INCOME!!MEAN CASH PUBLIC ASSISTANCE INCOME (DOLLARS),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,"S0505_C05_105EA,S0505_C05_105M,S0505_C05_105MA"
6772,S0502_C01_062E,TOTAL!!ESTIMATE!!EMPLOYMENT STATUS!!POPULATION 16 YEARS AND OVER!!IN LABOR FORCE!!CIVILIAN LABOR FORCE!!UNEMPLOYED!!PERCENT OF CIVILIAN LABOR FORCE,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C01_062EA,S0502_C01_062M,S0502_C01_062MA"
6773,S0506_C04_041E,FOREIGN BORN; BORN IN OTHER CENTRAL AMERICA!!ESTIMATE!!SCHOOL ENROLLMENT!!POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,int,S0506,"S0506_C04_041EA,S0506_C04_041M,S0506_C04_041MA"
6774,S2702PR_C02_078E,"UNINSURED POPULATION!!ESTIMATE!!OCCUPATION!!MANAGEMENT, BUSINESS, SCIENCE, AND ARTS OCCUPATIONS",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO,float,S2702PR,"S2702PR_C02_078EA,S2702PR_C02_078M,S2702PR_C02_078MA"
6775,S2301_C02_023E,IN LABOR FORCE!!ESTIMATE!!POVERTY STATUS IN THE PAST 12 MONTHS!!BELOW POVERTY LEVEL,EMPLOYMENT STATUS,float,S2301,"S2301_C02_023EA,S2301_C02_023M,S2301_C02_023MA"
6776,S0502_C01_061E,TOTAL!!ESTIMATE!!EMPLOYMENT STATUS!!POPULATION 16 YEARS AND OVER!!IN LABOR FORCE!!CIVILIAN LABOR FORCE!!UNEMPLOYED,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C01_061EA,S0502_C01_061M,S0502_C01_061MA"
6777,S0506_C04_040E,FOREIGN BORN; BORN IN OTHER CENTRAL AMERICA!!ESTIMATE!!MARITAL STATUS!!POPULATION 15 YEARS AND OVER!!WIDOWED,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,"S0506_C04_040EA,S0506_C04_040M,S0506_C04_040MA"
6778,S0505_C05_106E,FOREIGN BORN; BORN IN SOUTH EASTERN ASIA!!ESTIMATE!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!HOUSEHOLDS!!WITH RETIREMENT INCOME,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,"S0505_C05_106EA,S0505_C05_106M,S0505_C05_106MA"
6779,S0506_C04_043E,FOREIGN BORN; BORN IN OTHER CENTRAL AMERICA!!ESTIMATE!!SCHOOL ENROLLMENT!!POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL!!ELEMENTARY SCHOOL (GRADES K-8),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,"S0506_C04_043EA,S0506_C04_043M,S0506_C04_043MA"
6780,S2301_C02_022E,IN LABOR FORCE!!ESTIMATE!!POPULATION 20 TO 64 YEARS!!SEX!!FEMALE!!WITH OWN CHILDREN UNDER 6 YEARS,EMPLOYMENT STATUS,float,S2301,"S2301_C02_022EA,S2301_C02_022M,S2301_C02_022MA"
6781,S0502_C01_060E,TOTAL!!ESTIMATE!!EMPLOYMENT STATUS!!POPULATION 16 YEARS AND OVER!!IN LABOR FORCE!!CIVILIAN LABOR FORCE!!EMPLOYED,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C01_060EA,S0502_C01_060M,S0502_C01_060MA"
6782,S2301_C02_021E,IN LABOR FORCE!!ESTIMATE!!POPULATION 20 TO 64 YEARS!!SEX!!FEMALE,EMPLOYMENT STATUS,float,S2301,"S2301_C02_021EA,S2301_C02_021M,S2301_C02_021MA"
6783,S0505_C05_100E,FOREIGN BORN; BORN IN SOUTH EASTERN ASIA!!ESTIMATE!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!HOUSEHOLDS!!WITH SOCIAL SECURITY INCOME,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,"S0505_C05_100EA,S0505_C05_100M,S0505_C05_100MA"
6784,S0506_C04_042E,"FOREIGN BORN; BORN IN OTHER CENTRAL AMERICA!!ESTIMATE!!SCHOOL ENROLLMENT!!POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL!!NURSERY SCHOOL, PRESCHOOL",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,"S0506_C04_042EA,S0506_C04_042M,S0506_C04_042MA"
6785,S0506_C04_045E,FOREIGN BORN; BORN IN OTHER CENTRAL AMERICA!!ESTIMATE!!SCHOOL ENROLLMENT!!POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL!!COLLEGE OR GRADUATE SCHOOL,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,"S0506_C04_045EA,S0506_C04_045M,S0506_C04_045MA"
6786,S2301_C02_020E,IN LABOR FORCE!!ESTIMATE!!POPULATION 20 TO 64 YEARS!!SEX!!MALE,EMPLOYMENT STATUS,float,S2301,"S2301_C02_020EA,S2301_C02_020M,S2301_C02_020MA"
6787,S0505_C05_101E,FOREIGN BORN; BORN IN SOUTH EASTERN ASIA!!ESTIMATE!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!HOUSEHOLDS!!WITH SOCIAL SECURITY INCOME!!MEAN SOCIAL SECURITY INCOME (DOLLARS),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,"S0505_C05_101EA,S0505_C05_101M,S0505_C05_101MA"
6788,S0506_C04_044E,FOREIGN BORN; BORN IN OTHER CENTRAL AMERICA!!ESTIMATE!!SCHOOL ENROLLMENT!!POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL!!HIGH SCHOOL (GRADES 9-12),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,"S0506_C04_044EA,S0506_C04_044M,S0506_C04_044MA"
6789,S0505_C05_102E,FOREIGN BORN; BORN IN SOUTH EASTERN ASIA!!ESTIMATE!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!HOUSEHOLDS!!WITH SUPPLEMENTAL SECURITY INCOME,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,"S0505_C05_102EA,S0505_C05_102M,S0505_C05_102MA"
6790,S0506_C04_047E,FOREIGN BORN; BORN IN OTHER CENTRAL AMERICA!!ESTIMATE!!EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!LESS THAN HIGH SCHOOL GRADUATE,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,"S0506_C04_047EA,S0506_C04_047M,S0506_C04_047MA"
6791,S0702_C02_010E,REGION OF CURRENT RESIDENCE!!NORTHEAST!!ESTIMATE!!PERCENT IMPUTED!!RESIDENCE 1 YEAR AGO,MOVERS BETWEEN REGIONS,int,S0702,"S0702_C02_010EA,S0702_C02_010M,S0702_C02_010MA"
6792,S2403_C04_013E,"MEDIAN EARNINGS (DOLLARS)!!ESTIMATE!!FINANCE AND INSURANCE, AND REAL ESTATE AND RENTAL AND LEASING",INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2403,"S2403_C04_013EA,S2403_C04_013M,S2403_C04_013MA"
6793,S2503_C02_014E,OWNER-OCCUPIED HOUSING UNITS!!ESTIMATE!!MONTHLY HOUSING COSTS!!LESS THAN $100,FINANCIAL CHARACTERISTICS,float,S2503,"S2503_C02_014EA,S2503_C02_014M,S2503_C02_014MA"
6794,S0506_C04_046E,FOREIGN BORN; BORN IN OTHER CENTRAL AMERICA!!ESTIMATE!!EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,int,S0506,"S0506_C04_046EA,S0506_C04_046M,S0506_C04_046MA"
6795,S2403_C04_012E,MEDIAN EARNINGS (DOLLARS)!!ESTIMATE!!INFORMATION,INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2403,"S2403_C04_012EA,S2403_C04_012M,S2403_C04_012MA"
6796,S2503_C02_013E,OWNER-OCCUPIED HOUSING UNITS!!ESTIMATE!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!MEDIAN HOUSEHOLD INCOME (DOLLARS),FINANCIAL CHARACTERISTICS,int,S2503,"S2503_C02_013EA,S2503_C02_013M,S2503_C02_013MA"
6797,S0506_C04_049E,FOREIGN BORN; BORN IN OTHER CENTRAL AMERICA!!ESTIMATE!!EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!SOME COLLEGE OR ASSOCIATE'S DEGREE,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,"S0506_C04_049EA,S0506_C04_049M,S0506_C04_049MA"
6798,S2702PR_C02_071E,UNINSURED POPULATION!!ESTIMATE!!INDUSTRY!!INFORMATION,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO,float,S2702PR,"S2702PR_C02_071EA,S2702PR_C02_071M,S2702PR_C02_071MA"
6799,S2601B_C03_049E,ADULT CORRECTIONAL FACILITIES!!ESTIMATE!!DISABILITY STATUS!!POPULATION 18 TO 64 YEARS!!WITH A DISABILITY,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,float,S2601B,"S2601B_C03_049EA,S2601B_C03_049M,S2601B_C03_049MA"
6800,S2403_C04_015E,"MEDIAN EARNINGS (DOLLARS)!!ESTIMATE!!FINANCE AND INSURANCE, AND REAL ESTATE AND RENTAL AND LEASING!!REAL ESTATE AND RENTAL AND LEASING",INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2403,"S2403_C04_015EA,S2403_C04_015M,S2403_C04_015MA"
6801,S2503_C02_012E,"OWNER-OCCUPIED HOUSING UNITS!!ESTIMATE!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!$150,000 OR MORE",FINANCIAL CHARACTERISTICS,float,S2503,"S2503_C02_012EA,S2503_C02_012M,S2503_C02_012MA"
6802,S0506_C04_048E,FOREIGN BORN; BORN IN OTHER CENTRAL AMERICA!!ESTIMATE!!EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!HIGH SCHOOL GRADUATE (INCLUDES EQUIVALENCY),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,"S0506_C04_048EA,S0506_C04_048M,S0506_C04_048MA"
6803,S0901_C02_020E,IN MARRIED-COUPLE FAMILY HOUSEHOLD!!ESTIMATE!!NATIVITY!!FOREIGN BORN,CHILDREN CHARACTERISTICS,float,S0901,"S0901_C02_020EA,S0901_C02_020M,S0901_C02_020MA"
6804,S2702PR_C02_070E,"UNINSURED POPULATION!!ESTIMATE!!INDUSTRY!!TRANSPORTATION AND WAREHOUSING, AND UTILITIES",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO,float,S2702PR,"S2702PR_C02_070EA,S2702PR_C02_070M,S2702PR_C02_070MA"
6805,S2601B_C03_048E,ADULT CORRECTIONAL FACILITIES!!ESTIMATE!!DISABILITY STATUS!!POPULATION 18 TO 64 YEARS,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,int,S2601B,"S2601B_C03_048EA,S2601B_C03_048M,S2601B_C03_048MA"
6806,S2601B_C03_047E,ADULT CORRECTIONAL FACILITIES!!ESTIMATE!!DISABILITY STATUS!!TOTAL POPULATION!!WITH A DISABILITY,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,float,S2601B,"S2601B_C03_047EA,S2601B_C03_047M,S2601B_C03_047MA"
6807,S2403_C04_014E,"MEDIAN EARNINGS (DOLLARS)!!ESTIMATE!!FINANCE AND INSURANCE, AND REAL ESTATE AND RENTAL AND LEASING!!FINANCE AND INSURANCE",INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2403,"S2403_C04_014EA,S2403_C04_014M,S2403_C04_014MA"
