,variable_code,label,concept,predicateType,group,limit,attributes,predicateOnly
7960,S2403_C05_021E,"Median earnings (dollars) for male!!Estimate!!Educational services, and health care and social assistance!!Educational services",INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2403,0,"S2403_C05_021EA,S2403_C05_021M,S2403_C05_021MA",
7961,S2702_C01_042E,Total Civilian Noninstitutionalized Population!!Estimate!!Less than high school graduate,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES,float,S2702,0,"S2702_C01_042EA,S2702_C01_042M,S2702_C01_042MA",
7962,S2403_C05_022E,"Median earnings (dollars) for male!!Estimate!!Educational services, and health care and social assistance!!Health care and social assistance",INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2403,0,"S2403_C05_022EA,S2403_C05_022M,S2403_C05_022MA",
7963,S0501_C02_084E,"Native!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$35,000 to $49,999",SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C02_084EA,S0501_C02_084M,S0501_C02_084MA",
7964,S0501_C02_081E,"Native!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$10,000 to $14,999",SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C02_081EA,S0501_C02_081M,S0501_C02_081MA",
7965,S2503_C03_041E,"Renter-occupied housing units!!Estimate!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999",FINANCIAL CHARACTERISTICS,float,S2503,0,"S2503_C03_041EA,S2503_C03_041M,S2503_C03_041MA",
7966,S2702_C01_040E,Total Civilian Noninstitutionalized Population!!Estimate!!Abroad,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES,float,S2702,0,"S2702_C01_040EA,S2702_C01_040M,S2702_C01_040MA",
7967,S0501_C02_082E,"Native!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$15,000 to $24,999",SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C02_082EA,S0501_C02_082M,S0501_C02_082MA",
7968,S2403_C05_020E,"Median earnings (dollars) for male!!Estimate!!Educational services, and health care and social assistance",INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2403,0,"S2403_C05_020EA,S2403_C05_020M,S2403_C05_020MA",
7969,S2503_C03_040E,"Renter-occupied housing units!!Estimate!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$35,000 to $49,999!!30 percent or more",FINANCIAL CHARACTERISTICS,float,S2503,0,"S2503_C03_040EA,S2503_C03_040M,S2503_C03_040MA",
7970,S0506_C05_048E,Foreign born; Born in Caribbean!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,0,"S0506_C05_048EA,S0506_C05_048M,S0506_C05_048MA",
7971,S0505_C04_143E,Foreign born; Born in South Central Asia!!Estimate!!Renter-occupied housing units,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C04_143EA,S0505_C04_143M,S0505_C04_143MA",
7972,S2503_C03_015E,Renter-occupied housing units!!Estimate!!MONTHLY HOUSING COSTS!!$100 to $199,FINANCIAL CHARACTERISTICS,float,S2503,0,"S2503_C03_015EA,S2503_C03_015M,S2503_C03_015MA",
7973,S2601APR_C03_083E,Institutionalized group quarters population!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,int,S2601APR,0,"S2601APR_C03_083EA,S2601APR_C03_083M,S2601APR_C03_083MA",
7974,S0502PR_C03_125E,Foreign born; Entered 2000 to 2009!!Estimate!!Occupied housing units,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO PUERTO RICO,int,S0502PR,0,"S0502PR_C03_125EA,S0502PR_C03_125M,S0502PR_C03_125MA",
7975,S0501_C02_019E,Native!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C02_019EA,S0501_C02_019M,S0501_C02_019MA",
7976,S0506_C05_047E,Foreign born; Born in Caribbean!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,0,"S0506_C05_047EA,S0506_C05_047M,S0506_C05_047MA",
7977,S2503_C03_014E,Renter-occupied housing units!!Estimate!!MONTHLY HOUSING COSTS!!Less than $100,FINANCIAL CHARACTERISTICS,float,S2503,0,"S2503_C03_014EA,S2503_C03_014M,S2503_C03_014MA",
7978,S0505_C04_142E,Foreign born; Born in South Central Asia!!Estimate!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C04_142EA,S0505_C04_142M,S0505_C04_142MA",
7979,S2601APR_C03_082E,"Institutionalized group quarters population!!Estimate!!Speak English less than ""very well""",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,float,S2601APR,0,"S2601APR_C03_082EA,S2601APR_C03_082M,S2601APR_C03_082MA",
7980,S0502PR_C03_124E,"Foreign born; Entered 2000 to 2009!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no husband present, family!!With related children under 5 years only",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO PUERTO RICO,float,S0502PR,0,"S0502PR_C03_124EA,S0502PR_C03_124M,S0502PR_C03_124MA",
7981,S0506_C05_046E,Foreign born; Born in Caribbean!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,int,S0506,0,"S0506_C05_046EA,S0506_C05_046M,S0506_C05_046MA",
7982,S2503_C03_017E,Renter-occupied housing units!!Estimate!!MONTHLY HOUSING COSTS!!$300 to $399,FINANCIAL CHARACTERISTICS,float,S2503,0,"S2503_C03_017EA,S2503_C03_017M,S2503_C03_017MA",
7983,S0505_C04_141E,Foreign born; Born in South Central Asia!!Estimate!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C04_141EA,S0505_C04_141M,S0505_C04_141MA",
7984,S2601APR_C03_081E,Institutionalized group quarters population!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,float,S2601APR,0,"S2601APR_C03_081EA,S2601APR_C03_081M,S2601APR_C03_081MA",
7985,S0501_C02_017E,Native!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C02_017EA,S0501_C02_017M,S0501_C02_017MA",
7986,S0502PR_C03_123E,"Foreign born; Entered 2000 to 2009!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no husband present, family!!With related children under 18 years",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO PUERTO RICO,float,S0502PR,0,"S0502PR_C03_123EA,S0502PR_C03_123M,S0502PR_C03_123MA",
7987,S0502PR_C03_122E,"Foreign born; Entered 2000 to 2009!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no husband present, family",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO PUERTO RICO,float,S0502PR,0,"S0502PR_C03_122EA,S0502PR_C03_122M,S0502PR_C03_122MA",
7988,S0506_C05_045E,Foreign born; Born in Caribbean!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,0,"S0506_C05_045EA,S0506_C05_045M,S0506_C05_045MA",
7989,S2503_C03_016E,Renter-occupied housing units!!Estimate!!MONTHLY HOUSING COSTS!!$200 to $299,FINANCIAL CHARACTERISTICS,float,S2503,0,"S2503_C03_016EA,S2503_C03_016M,S2503_C03_016MA",
7990,S0505_C04_140E,Foreign born; Born in South Central Asia!!Estimate!!Owner-occupied housing units,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C04_140EA,S0505_C04_140M,S0505_C04_140MA",
7991,S2601APR_C03_080E,Institutionalized group quarters population!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,float,S2601APR,0,"S2601APR_C03_080EA,S2601APR_C03_080M,S2601APR_C03_080MA",
7992,S0501_C02_018E,Native!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C02_018EA,S0501_C02_018M,S0501_C02_018MA",
7993,S0506_C05_044E,Foreign born; Born in Caribbean!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,0,"S0506_C05_044EA,S0506_C05_044M,S0506_C05_044MA",
7994,S2601APR_C03_087E,Institutionalized group quarters population!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,float,S2601APR,0,"S2601APR_C03_087EA,S2601APR_C03_087M,S2601APR_C03_087MA",
7995,S2503_C03_011E,"Renter-occupied housing units!!Estimate!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!$100,000 to $149,999",FINANCIAL CHARACTERISTICS,float,S2503,0,"S2503_C03_011EA,S2503_C03_011M,S2503_C03_011MA",
7996,S0502PR_C03_129E,Foreign born; Entered 2000 to 2009!!Estimate!!Average household size of renter-occupied unit,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO PUERTO RICO,float,S0502PR,0,"S0502PR_C03_129EA,S0502PR_C03_129M,S0502PR_C03_129MA",
7997,S0701_C03_053E,"Moved; from different county, same state!!Estimate!!HOUSING TENURE!!Population 1 year and over in housing units",GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,float,S0701,0,"S0701_C03_053EA,S0701_C03_053M,S0701_C03_053MA",
7998,S0802_C04_090E,Public transportation (excluding taxicab)!!Estimate!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes),MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_090EA,S0802_C04_090M,S0802_C04_090MA",
7999,S0506_C05_043E,Foreign born; Born in Caribbean!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades K-8),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,0,"S0506_C05_043EA,S0506_C05_043M,S0506_C05_043MA",
8000,S2503_C03_010E,"Renter-occupied housing units!!Estimate!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!$75,000 to $99,999",FINANCIAL CHARACTERISTICS,float,S2503,0,"S2503_C03_010EA,S2503_C03_010M,S2503_C03_010MA",
8001,S2601APR_C03_086E,Institutionalized group quarters population!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,float,S2601APR,0,"S2601APR_C03_086EA,S2601APR_C03_086M,S2601APR_C03_086MA",
8002,S0502PR_C03_128E,Foreign born; Entered 2000 to 2009!!Estimate!!Average household size of owner-occupied unit,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO PUERTO RICO,float,S0502PR,0,"S0502PR_C03_128EA,S0502PR_C03_128M,S0502PR_C03_128MA",
8003,S0701_C03_052E,"Moved; from different county, same state!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 1 year and over for whom poverty status is determined!!At or above 150 percent of the poverty level",GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,float,S0701,0,"S0701_C03_052EA,S0701_C03_052M,S0701_C03_052MA",
8004,S0802_C04_091E,Public transportation (excluding taxicab)!!Estimate!!Workers 16 years and over in households,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,int,S0802,0,"S0802_C04_091EA,S0802_C04_091M,S0802_C04_091MA",
8005,S0506_C05_042E,"Foreign born; Born in Caribbean!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,0,"S0506_C05_042EA,S0506_C05_042M,S0506_C05_042MA",
8006,S2503_C03_013E,Renter-occupied housing units!!Estimate!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Median household income (dollars),FINANCIAL CHARACTERISTICS,int,S2503,0,"S2503_C03_013EA,S2503_C03_013M,S2503_C03_013MA",
8007,S2601APR_C03_085E,Institutionalized group quarters population!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,float,S2601APR,0,"S2601APR_C03_085EA,S2601APR_C03_085M,S2601APR_C03_085MA",
8008,S0502PR_C03_127E,Foreign born; Entered 2000 to 2009!!Estimate!!Occupied housing units!!HOUSING TENURE!!Renter-occupied housing units,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO PUERTO RICO,float,S0502PR,0,"S0502PR_C03_127EA,S0502PR_C03_127M,S0502PR_C03_127MA",
8009,S0701_C03_051E,"Moved; from different county, same state!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 1 year and over for whom poverty status is determined!!100 to 149 percent of the poverty level",GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,float,S0701,0,"S0701_C03_051EA,S0701_C03_051M,S0701_C03_051MA",
8010,S0802_C04_092E,Public transportation (excluding taxicab)!!Estimate!!Workers 16 years and over in households!!HOUSING TENURE!!Owner-occupied housing units,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_092EA,S0802_C04_092M,S0802_C04_092MA",
8011,S0506_C05_041E,Foreign born; Born in Caribbean!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,int,S0506,0,"S0506_C05_041EA,S0506_C05_041M,S0506_C05_041MA",
8012,S2503_C03_012E,"Renter-occupied housing units!!Estimate!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!$150,000 or more",FINANCIAL CHARACTERISTICS,float,S2503,0,"S2503_C03_012EA,S2503_C03_012M,S2503_C03_012MA",
8013,S2601APR_C03_084E,Institutionalized group quarters population!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,float,S2601APR,0,"S2601APR_C03_084EA,S2601APR_C03_084M,S2601APR_C03_084MA",
8014,S0701_C03_050E,"Moved; from different county, same state!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 1 year and over for whom poverty status is determined!!Below 100 percent of the poverty level",GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,float,S0701,0,"S0701_C03_050EA,S0701_C03_050M,S0701_C03_050MA",
8015,S0502PR_C03_126E,Foreign born; Entered 2000 to 2009!!Estimate!!Occupied housing units!!HOUSING TENURE!!Owner-occupied housing units,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO PUERTO RICO,float,S0502PR,0,"S0502PR_C03_126EA,S0502PR_C03_126M,S0502PR_C03_126MA",
8016,S0501_C02_011E,Native!!Estimate!!75 to 84 years,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C02_011EA,S0501_C02_011M,S0501_C02_011MA",
8017,S0802_C04_093E,Public transportation (excluding taxicab)!!Estimate!!Workers 16 years and over in households!!HOUSING TENURE!!Renter-occupied housing units,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_093EA,S0802_C04_093M,S0802_C04_093MA",
8018,S0506_C05_040E,Foreign born; Born in Caribbean!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Widowed,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,0,"S0506_C05_040EA,S0506_C05_040M,S0506_C05_040MA",
8019,S2601A_C03_107E,Institutionalized group quarters population!!Estimate!!POVERTY RATES FOR PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!18 years and over,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,0,"S2601A_C03_107EA,S2601A_C03_107M,S2601A_C03_107MA",
8020,S0501_C02_012E,Native!!Estimate!!85 years and over,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C02_012EA,S0501_C02_012M,S0501_C02_012MA",
8021,S0802_C04_094E,Public transportation (excluding taxicab)!!Estimate!!VEHICLES AVAILABLE!!No vehicle available,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_094EA,S0802_C04_094M,S0802_C04_094MA",
8022,S2601A_C03_106E,Institutionalized group quarters population!!Estimate!!POVERTY RATES FOR PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,0,"S2601A_C03_106EA,S2601A_C03_106M,S2601A_C03_106MA",
8023,S0701_C03_056E,"Moved; from different county, same state!!Estimate!!PERCENT IMPUTED!!Residence 1 year ago",GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,int,S0701,0,"S0701_C03_056EA,S0701_C03_056M,S0701_C03_056MA",
8024,S0802_C04_095E,Public transportation (excluding taxicab)!!Estimate!!VEHICLES AVAILABLE!!1 vehicle available,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_095EA,S0802_C04_095M,S0802_C04_095MA",
8025,S2601A_C03_109E,Institutionalized group quarters population!!Estimate!!POVERTY RATES FOR PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!65 years and over,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,0,"S2601A_C03_109EA,S2601A_C03_109M,S2601A_C03_109MA",
8026,S2601APR_C03_089E,Institutionalized group quarters population!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,float,S2601APR,0,"S2601APR_C03_089EA,S2601APR_C03_089M,S2601APR_C03_089MA",
8027,S0701_C03_055E,"Moved; from different county, same state!!Estimate!!HOUSING TENURE!!Population 1 year and over in housing units!!Householder lived in renter-occupied housing units",GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,float,S0701,0,"S0701_C03_055EA,S0701_C03_055M,S0701_C03_055MA",
8028,S0501_C02_010E,Native!!Estimate!!65 to 74 years,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C02_010EA,S0501_C02_010M,S0501_C02_010MA",
8029,S0802_C04_096E,Public transportation (excluding taxicab)!!Estimate!!VEHICLES AVAILABLE!!2 vehicles available,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_096EA,S0802_C04_096M,S0802_C04_096MA",
8030,S2601A_C03_108E,Institutionalized group quarters population!!Estimate!!POVERTY RATES FOR PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!18 to 64 years,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,float,S2601A,0,"S2601A_C03_108EA,S2601A_C03_108M,S2601A_C03_108MA",
8031,S2601APR_C03_088E,Institutionalized group quarters population!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,float,S2601APR,0,"S2601APR_C03_088EA,S2601APR_C03_088M,S2601APR_C03_088MA",
8032,S0701_C03_054E,"Moved; from different county, same state!!Estimate!!HOUSING TENURE!!Population 1 year and over in housing units!!Householder lived in owner-occupied housing units",GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,float,S0701,0,"S0701_C03_054EA,S0701_C03_054M,S0701_C03_054MA",
8033,S0501_C02_015E,Native!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C02_015EA,S0501_C02_015M,S0501_C02_015MA",
8034,S0502PR_C03_121E,Foreign born; Entered 2000 to 2009!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children under 5 years only,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO PUERTO RICO,float,S0502PR,0,"S0502PR_C03_121EA,S0502PR_C03_121M,S0502PR_C03_121MA",
8035,S0802_C04_097E,Public transportation (excluding taxicab)!!Estimate!!VEHICLES AVAILABLE!!3 or more vehicles available,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS,float,S0802,0,"S0802_C04_097EA,S0802_C04_097M,S0802_C04_097MA",
