,variable_code,label_14,label_19,label_same,label_14_diff,label_19_diff
2116,DP03_0012PEA,"['ANNOTATION OF PERCENT', 'EMPLOYMENT STATUS', 'FEMALES 16 YEARS AND OVER', 'IN LABOR FORCE', 'CIVILIAN LABOR FORCE']","['ANNOTATION OF PERCENT', 'EMPLOYMENT STATUS', 'FEMALES 16 YEARS AND OVER', 'IN LABOR FORCE', 'CIVILIAN LABOR FORCE']","['CIVILIAN LABOR FORCE', 'ANNOTATION OF PERCENT', 'FEMALES 16 YEARS AND OVER', 'IN LABOR FORCE', 'EMPLOYMENT STATUS']",[],[]
2117,DP03_0060MA,"['ANNOTATION OF MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS', '$150,000 TO $199,999']","['ANNOTATION OF MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS', '$150,000 TO $199,999']","['TOTAL HOUSEHOLDS', '$150,000 TO $199,999', 'ANNOTATION OF MARGIN OF ERROR']",['INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)'],['INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)']
2118,DP03_0038EA,"['ANNOTATION OF ESTIMATE', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'TRANSPORTATION AND WAREHOUSING, AND UTILITIES']","['ANNOTATION OF ESTIMATE', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'TRANSPORTATION AND WAREHOUSING, AND UTILITIES']","['INDUSTRY', 'TRANSPORTATION AND WAREHOUSING, AND UTILITIES', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'ANNOTATION OF ESTIMATE']",[],[]
2119,DP03_0101EA,"['ANNOTATION OF ESTIMATE', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION UNDER 18 YEARS', 'NO HEALTH INSURANCE COVERAGE']","['ANNOTATION OF ESTIMATE', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION UNDER 19 YEARS', 'NO HEALTH INSURANCE COVERAGE']","['HEALTH INSURANCE COVERAGE', 'ANNOTATION OF ESTIMATE', 'NO HEALTH INSURANCE COVERAGE']",['CIVILIAN NONINSTITUTIONALIZED POPULATION UNDER 18 YEARS'],['CIVILIAN NONINSTITUTIONALIZED POPULATION UNDER 19 YEARS']
2120,DP03_0091EA,"['ANNOTATION OF ESTIMATE', 'INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)', 'NONFAMILY HOUSEHOLDS', 'MEAN NONFAMILY INCOME (DOLLARS)']","['ANNOTATION OF ESTIMATE', 'INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'NONFAMILY HOUSEHOLDS', 'MEAN NONFAMILY INCOME (DOLLARS)']","['NONFAMILY HOUSEHOLDS', 'ANNOTATION OF ESTIMATE', 'MEAN NONFAMILY INCOME (DOLLARS)']",['INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)'],['INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)']
2121,DP03_0024PEA,"['ANNOTATION OF PERCENT', 'COMMUTING TO WORK', 'WORKERS 16 YEARS AND OVER', 'WORKED AT HOME']","['ANNOTATION OF PERCENT', 'COMMUTING TO WORK', 'WORKERS 16 YEARS AND OVER', 'WORKED FROM HOME']","['WORKERS 16 YEARS AND OVER', 'ANNOTATION OF PERCENT', 'COMMUTING TO WORK']",['WORKED AT HOME'],['WORKED FROM HOME']
2122,DP03_0127PEA,"['ANNOTATION OF PERCENT', 'PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL', 'FAMILIES WITH FEMALE HOUSEHOLDER, NO HUSBAND PRESENT', 'WITH RELATED CHILDREN UNDER 18 YEARS', 'WITH RELATED CHILDREN UNDER 5 YEARS ONLY']","['ANNOTATION OF PERCENT', 'PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL', 'ALL FAMILIES', 'FAMILIES WITH FEMALE HOUSEHOLDER, NO SPOUSE PRESENT', 'WITH RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS', 'WITH RELATED CHILDREN OF THE HOUSEHOLDER UNDER 5 YEARS ONLY']","['PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL', 'ANNOTATION OF PERCENT']","['FAMILIES WITH FEMALE HOUSEHOLDER, NO HUSBAND PRESENT', 'WITH RELATED CHILDREN UNDER 5 YEARS ONLY', 'WITH RELATED CHILDREN UNDER 18 YEARS']","['WITH RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS', 'FAMILIES WITH FEMALE HOUSEHOLDER, NO SPOUSE PRESENT', 'WITH RELATED CHILDREN OF THE HOUSEHOLDER UNDER 5 YEARS ONLY', 'ALL FAMILIES']"
2123,DP03_0048E,"['ESTIMATE', 'CLASS OF WORKER', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'GOVERNMENT WORKERS']","['ESTIMATE', 'CLASS OF WORKER', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'GOVERNMENT WORKERS']","['CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'CLASS OF WORKER', 'ESTIMATE', 'GOVERNMENT WORKERS']",[],[]
2124,DP03_0048M,"['MARGIN OF ERROR', 'CLASS OF WORKER', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'GOVERNMENT WORKERS']","['MARGIN OF ERROR', 'CLASS OF WORKER', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'GOVERNMENT WORKERS']","['CLASS OF WORKER', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'GOVERNMENT WORKERS', 'MARGIN OF ERROR']",[],[]
2125,DP03_0127MA,"['ANNOTATION OF MARGIN OF ERROR', 'PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL', 'FAMILIES WITH FEMALE HOUSEHOLDER, NO HUSBAND PRESENT', 'WITH RELATED CHILDREN UNDER 18 YEARS', 'WITH RELATED CHILDREN UNDER 5 YEARS ONLY']","['ANNOTATION OF MARGIN OF ERROR', 'PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL', 'ALL FAMILIES', 'FAMILIES WITH FEMALE HOUSEHOLDER, NO SPOUSE PRESENT', 'WITH RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS', 'WITH RELATED CHILDREN OF THE HOUSEHOLDER UNDER 5 YEARS ONLY']","['PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL', 'ANNOTATION OF MARGIN OF ERROR']","['FAMILIES WITH FEMALE HOUSEHOLDER, NO HUSBAND PRESENT', 'WITH RELATED CHILDREN UNDER 5 YEARS ONLY', 'WITH RELATED CHILDREN UNDER 18 YEARS']","['WITH RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS', 'FAMILIES WITH FEMALE HOUSEHOLDER, NO SPOUSE PRESENT', 'WITH RELATED CHILDREN OF THE HOUSEHOLDER UNDER 5 YEARS ONLY', 'ALL FAMILIES']"
2126,DP03_0086PM,"['PERCENT MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)', 'FAMILIES', 'MEDIAN FAMILY INCOME (DOLLARS)']","['PERCENT MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'FAMILIES', 'MEDIAN FAMILY INCOME (DOLLARS)']","['PERCENT MARGIN OF ERROR', 'FAMILIES', 'MEDIAN FAMILY INCOME (DOLLARS)']",['INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)'],['INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)']
2127,DP03_0086PE,"['PERCENT', 'INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)', 'FAMILIES', 'MEDIAN FAMILY INCOME (DOLLARS)']","['PERCENT', 'INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'FAMILIES', 'MEDIAN FAMILY INCOME (DOLLARS)']","['FAMILIES', 'MEDIAN FAMILY INCOME (DOLLARS)', 'PERCENT']",['INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)'],['INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)']
2128,DP03_0073MA,"['ANNOTATION OF MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)', 'WITH CASH PUBLIC ASSISTANCE INCOME', 'MEAN CASH PUBLIC ASSISTANCE INCOME (DOLLARS)']","['ANNOTATION OF MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS', 'WITH CASH PUBLIC ASSISTANCE INCOME', 'MEAN CASH PUBLIC ASSISTANCE INCOME (DOLLARS)']","['WITH CASH PUBLIC ASSISTANCE INCOME', 'MEAN CASH PUBLIC ASSISTANCE INCOME (DOLLARS)', 'ANNOTATION OF MARGIN OF ERROR']",['INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)'],"['INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS']"
2129,DP03_0049E,"['ESTIMATE', 'CLASS OF WORKER', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'SELF-EMPLOYED IN OWN NOT INCORPORATED BUSINESS WORKERS']","['ESTIMATE', 'CLASS OF WORKER', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'SELF-EMPLOYED IN OWN NOT INCORPORATED BUSINESS WORKERS']","['CLASS OF WORKER', 'ESTIMATE', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'SELF-EMPLOYED IN OWN NOT INCORPORATED BUSINESS WORKERS']",[],[]
2130,DP03_0036PEA,"['ANNOTATION OF PERCENT', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'WHOLESALE TRADE']","['ANNOTATION OF PERCENT', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'WHOLESALE TRADE']","['INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'WHOLESALE TRADE', 'ANNOTATION OF PERCENT']",[],[]
2131,DP03_0049M,"['MARGIN OF ERROR', 'CLASS OF WORKER', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'SELF-EMPLOYED IN OWN NOT INCORPORATED BUSINESS WORKERS']","['MARGIN OF ERROR', 'CLASS OF WORKER', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'SELF-EMPLOYED IN OWN NOT INCORPORATED BUSINESS WORKERS']","['CLASS OF WORKER', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'SELF-EMPLOYED IN OWN NOT INCORPORATED BUSINESS WORKERS', 'MARGIN OF ERROR']",[],[]
2132,DP03_0046E,"['ESTIMATE', 'CLASS OF WORKER', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER']","['ESTIMATE', 'CLASS OF WORKER', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER']","['CLASS OF WORKER', 'ESTIMATE', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER']",[],[]
2133,DP03_0007PM,"['PERCENT MARGIN OF ERROR', 'EMPLOYMENT STATUS', 'POPULATION 16 YEARS AND OVER', 'NOT IN LABOR FORCE']","['PERCENT MARGIN OF ERROR', 'EMPLOYMENT STATUS', 'POPULATION 16 YEARS AND OVER', 'NOT IN LABOR FORCE']","['POPULATION 16 YEARS AND OVER', 'PERCENT MARGIN OF ERROR', 'NOT IN LABOR FORCE', 'EMPLOYMENT STATUS']",[],[]
2134,DP03_0046M,"['MARGIN OF ERROR', 'CLASS OF WORKER', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER']","['MARGIN OF ERROR', 'CLASS OF WORKER', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER']","['CLASS OF WORKER', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'MARGIN OF ERROR']",[],[]
2135,DP03_0007PE,"['PERCENT', 'EMPLOYMENT STATUS', 'POPULATION 16 YEARS AND OVER', 'NOT IN LABOR FORCE']","['PERCENT', 'EMPLOYMENT STATUS', 'POPULATION 16 YEARS AND OVER', 'NOT IN LABOR FORCE']","['PERCENT', 'POPULATION 16 YEARS AND OVER', 'NOT IN LABOR FORCE', 'EMPLOYMENT STATUS']",[],[]
2136,DP03_0060PM,"['PERCENT MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS', '$150,000 TO $199,999']","['PERCENT MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS', '$150,000 TO $199,999']","['TOTAL HOUSEHOLDS', 'PERCENT MARGIN OF ERROR', '$150,000 TO $199,999']",['INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)'],['INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)']
2137,DP03_0047E,"['ESTIMATE', 'CLASS OF WORKER', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'PRIVATE WAGE AND SALARY WORKERS']","['ESTIMATE', 'CLASS OF WORKER', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'PRIVATE WAGE AND SALARY WORKERS']","['CLASS OF WORKER', 'ESTIMATE', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'PRIVATE WAGE AND SALARY WORKERS']",[],[]
2138,DP03_0060PE,"['PERCENT', 'INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS', '$150,000 TO $199,999']","['PERCENT', 'INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS', '$150,000 TO $199,999']","['TOTAL HOUSEHOLDS', '$150,000 TO $199,999', 'PERCENT']",['INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)'],['INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)']
2139,DP03_0047M,"['MARGIN OF ERROR', 'CLASS OF WORKER', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'PRIVATE WAGE AND SALARY WORKERS']","['MARGIN OF ERROR', 'CLASS OF WORKER', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'PRIVATE WAGE AND SALARY WORKERS']","['CLASS OF WORKER', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'PRIVATE WAGE AND SALARY WORKERS', 'MARGIN OF ERROR']",[],[]
2140,DP03_0114EA,"['ANNOTATION OF ESTIMATE', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION 18 TO 64 YEARS', 'NOT IN LABOR FORCE']","['ANNOTATION OF ESTIMATE', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION 19 TO 64 YEARS', 'NOT IN LABOR FORCE:']","['HEALTH INSURANCE COVERAGE', 'ANNOTATION OF ESTIMATE']","['NOT IN LABOR FORCE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION 18 TO 64 YEARS']","['CIVILIAN NONINSTITUTIONALIZED POPULATION 19 TO 64 YEARS', 'NOT IN LABOR FORCE:']"
2141,DP03_0025EA,"['ANNOTATION OF ESTIMATE', 'COMMUTING TO WORK', 'MEAN TRAVEL TIME TO WORK (MINUTES)']","['ANNOTATION OF ESTIMATE', 'COMMUTING TO WORK', 'WORKERS 16 YEARS AND OVER', 'MEAN TRAVEL TIME TO WORK (MINUTES)']","['COMMUTING TO WORK', 'ANNOTATION OF ESTIMATE', 'MEAN TRAVEL TIME TO WORK (MINUTES)']",[],['WORKERS 16 YEARS AND OVER']
2142,DP03_0044E,"['ESTIMATE', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'OTHER SERVICES, EXCEPT PUBLIC ADMINISTRATION']","['ESTIMATE', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'OTHER SERVICES, EXCEPT PUBLIC ADMINISTRATION']","['INDUSTRY', 'OTHER SERVICES, EXCEPT PUBLIC ADMINISTRATION', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'ESTIMATE']",[],[]
2143,DP03_0044M,"['MARGIN OF ERROR', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'OTHER SERVICES, EXCEPT PUBLIC ADMINISTRATION']","['MARGIN OF ERROR', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'OTHER SERVICES, EXCEPT PUBLIC ADMINISTRATION']","['INDUSTRY', 'OTHER SERVICES, EXCEPT PUBLIC ADMINISTRATION', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'MARGIN OF ERROR']",[],[]
2144,DP03_0103PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION 18 TO 64 YEARS', 'IN LABOR FORCE']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION 19 TO 64 YEARS', 'IN LABOR FORCE:']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'HEALTH INSURANCE COVERAGE']","['CIVILIAN NONINSTITUTIONALIZED POPULATION 18 TO 64 YEARS', 'IN LABOR FORCE']","['CIVILIAN NONINSTITUTIONALIZED POPULATION 19 TO 64 YEARS', 'IN LABOR FORCE:']"
2145,DP03_0088PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)', 'PER CAPITA INCOME (DOLLARS)']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'PER CAPITA INCOME (DOLLARS)']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'PER CAPITA INCOME (DOLLARS)']",['INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)'],['INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)']
2146,DP03_0045E,"['ESTIMATE', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'PUBLIC ADMINISTRATION']","['ESTIMATE', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'PUBLIC ADMINISTRATION']","['INDUSTRY', 'PUBLIC ADMINISTRATION', 'ESTIMATE', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER']",[],[]
2147,DP03_0045M,"['MARGIN OF ERROR', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'PUBLIC ADMINISTRATION']","['MARGIN OF ERROR', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'PUBLIC ADMINISTRATION']","['INDUSTRY', 'PUBLIC ADMINISTRATION', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'MARGIN OF ERROR']",[],[]
2148,DP03_0073PM,"['PERCENT MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)', 'WITH CASH PUBLIC ASSISTANCE INCOME', 'MEAN CASH PUBLIC ASSISTANCE INCOME (DOLLARS)']","['PERCENT MARGIN OF ERROR', 'INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS', 'WITH CASH PUBLIC ASSISTANCE INCOME', 'MEAN CASH PUBLIC ASSISTANCE INCOME (DOLLARS)']","['WITH CASH PUBLIC ASSISTANCE INCOME', 'PERCENT MARGIN OF ERROR', 'MEAN CASH PUBLIC ASSISTANCE INCOME (DOLLARS)']",['INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)'],"['INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS']"
2149,DP03_0073PE,"['PERCENT', 'INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)', 'WITH CASH PUBLIC ASSISTANCE INCOME', 'MEAN CASH PUBLIC ASSISTANCE INCOME (DOLLARS)']","['PERCENT', 'INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS', 'WITH CASH PUBLIC ASSISTANCE INCOME', 'MEAN CASH PUBLIC ASSISTANCE INCOME (DOLLARS)']","['WITH CASH PUBLIC ASSISTANCE INCOME', 'MEAN CASH PUBLIC ASSISTANCE INCOME (DOLLARS)', 'PERCENT']",['INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS)'],"['INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)', 'TOTAL HOUSEHOLDS']"
2150,DP03_0007MA,"['ANNOTATION OF MARGIN OF ERROR', 'EMPLOYMENT STATUS', 'POPULATION 16 YEARS AND OVER', 'NOT IN LABOR FORCE']","['ANNOTATION OF MARGIN OF ERROR', 'EMPLOYMENT STATUS', 'POPULATION 16 YEARS AND OVER', 'NOT IN LABOR FORCE']","['POPULATION 16 YEARS AND OVER', 'ANNOTATION OF MARGIN OF ERROR', 'NOT IN LABOR FORCE', 'EMPLOYMENT STATUS']",[],[]
2151,DP03_0101MA,"['ANNOTATION OF MARGIN OF ERROR', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION UNDER 18 YEARS', 'NO HEALTH INSURANCE COVERAGE']","['ANNOTATION OF MARGIN OF ERROR', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION UNDER 19 YEARS', 'NO HEALTH INSURANCE COVERAGE']","['ANNOTATION OF MARGIN OF ERROR', 'HEALTH INSURANCE COVERAGE', 'NO HEALTH INSURANCE COVERAGE']",['CIVILIAN NONINSTITUTIONALIZED POPULATION UNDER 18 YEARS'],['CIVILIAN NONINSTITUTIONALIZED POPULATION UNDER 19 YEARS']
2152,DP03_0042E,"['ESTIMATE', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'EDUCATIONAL SERVICES, AND HEALTH CARE AND SOCIAL ASSISTANCE']","['ESTIMATE', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'EDUCATIONAL SERVICES, AND HEALTH CARE AND SOCIAL ASSISTANCE']","['INDUSTRY', 'EDUCATIONAL SERVICES, AND HEALTH CARE AND SOCIAL ASSISTANCE', 'ESTIMATE', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER']",[],[]
2153,DP03_0114PE,"['PERCENT', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION 18 TO 64 YEARS', 'NOT IN LABOR FORCE']","['PERCENT', 'HEALTH INSURANCE COVERAGE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION 19 TO 64 YEARS', 'NOT IN LABOR FORCE:']","['HEALTH INSURANCE COVERAGE', 'PERCENT']","['NOT IN LABOR FORCE', 'CIVILIAN NONINSTITUTIONALIZED POPULATION 18 TO 64 YEARS']","['CIVILIAN NONINSTITUTIONALIZED POPULATION 19 TO 64 YEARS', 'NOT IN LABOR FORCE:']"
2154,DP03_0042M,"['MARGIN OF ERROR', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'EDUCATIONAL SERVICES, AND HEALTH CARE AND SOCIAL ASSISTANCE']","['MARGIN OF ERROR', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'EDUCATIONAL SERVICES, AND HEALTH CARE AND SOCIAL ASSISTANCE']","['INDUSTRY', 'EDUCATIONAL SERVICES, AND HEALTH CARE AND SOCIAL ASSISTANCE', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'MARGIN OF ERROR']",[],[]
2155,DP03_0012PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'EMPLOYMENT STATUS', 'FEMALES 16 YEARS AND OVER', 'IN LABOR FORCE', 'CIVILIAN LABOR FORCE']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'EMPLOYMENT STATUS', 'FEMALES 16 YEARS AND OVER', 'IN LABOR FORCE', 'CIVILIAN LABOR FORCE']","['CIVILIAN LABOR FORCE', 'ANNOTATION OF PERCENT MARGIN OF ERROR', 'FEMALES 16 YEARS AND OVER', 'IN LABOR FORCE', 'EMPLOYMENT STATUS']",[],[]
2156,DP03_0038MA,"['ANNOTATION OF MARGIN OF ERROR', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'TRANSPORTATION AND WAREHOUSING, AND UTILITIES']","['ANNOTATION OF MARGIN OF ERROR', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'TRANSPORTATION AND WAREHOUSING, AND UTILITIES']","['INDUSTRY', 'TRANSPORTATION AND WAREHOUSING, AND UTILITIES', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'ANNOTATION OF MARGIN OF ERROR']",[],[]
2157,DP03_0041M,"['MARGIN OF ERROR', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'PROFESSIONAL, SCIENTIFIC, AND MANAGEMENT, AND ADMINISTRATIVE AND WASTE MANAGEMENT SERVICES']","['MARGIN OF ERROR', 'INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'PROFESSIONAL, SCIENTIFIC, AND MANAGEMENT, AND ADMINISTRATIVE AND WASTE MANAGEMENT SERVICES']","['INDUSTRY', 'CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER', 'PROFESSIONAL, SCIENTIFIC, AND MANAGEMENT, AND ADMINISTRATIVE AND WASTE MANAGEMENT SERVICES', 'MARGIN OF ERROR']",[],[]
